"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"7709";"«Менделеевская ул.», Менделеевская улица (7709)";"37.52262361";"55.70181069";"Менделеевская улица";"Юго-Восточный административный округ";"район Капотня";"А111; А57; А572; А661; А715";"5-й квартал Капотни";"";"нет";"";"активна";"889092039";"{type=Point, coordinates=[37.52262361, 55.70181069]}";
"7711";"«Метро Ломоносовский проспект», Мичуринский проспект (7711)";"37.51108146";"55.70495375";"Мичуринский проспект";"Западный административный округ";"район Раменки";"Тб17; А325; А447; А572; А661; А715; А845; А902";"Метро Ломоносовский проспект";"";"нет";"";"активна";"889092040";"{type=Point, coordinates=[37.51108146, 55.70495375]}";
"7712";"«Мосфильмовская ул.», Ломоносовский проспект (7712)";"37.50761446";"55.70913575";"Ломоносовский проспект";"Западный административный округ";"район Раменки";"А103; А130; Тб17; А187; А260; Тб34; Тб34К; А464; А470; А487; А58; А661; А67; Тб7";"Мосфильмовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889092041";"{type=Point, coordinates=[37.50761446, 55.70913575]}";
"7713";"«4-й Воробьевский пр.», улица Косыгина (7713)";"37.55990065";"55.7062321";"улица Косыгина";"Юго-Западный административный округ";"Гагаринский район";"Тб7; АС10";"4-й Воробьевский пр.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889092042";"{type=Point, coordinates=[37.55990065, 55.7062321]}";
"7717";"«Детская б-ца», улица Матросская Тишина (7717)";"37.69002016";"55.78684757";"улица Матросская Тишина";"Восточный административный округ";"район Сокольники";"А78; А975";"Детская б-ца";"";"нет";"";"активна";"889092043";"{type=Point, coordinates=[37.69002016, 55.78684757]}";
"7718";"«Ул. Матросская Тишина», улица Матросская Тишина (7718)";"37.68894738";"55.78431465";"улица Матросская Тишина";"Восточный административный округ";"район Сокольники";"А78";"Ул. Матросская Тишина";"";"да";"ГУП «Мосгортранс»";"активна";"889092045";"{type=Point, coordinates=[37.68894738, 55.78431465]}";
"7719";"«Б. Почтовая ул., 30», Большая Почтовая улица (7719)";"37.69695198";"55.77887209";"Большая Почтовая улица";"Центральный административный округ";"Басманный район";"А552; А78";"Б. Почтовая ул., 30";"";"нет";"";"активна";"889092046";"{type=Point, coordinates=[37.69695198, 55.77887209]}";
"7720";"«Ул. Нов. Дорога», улица Новая Дорога (7720)";"37.69440101";"55.77711614";"улица Новая Дорога";"Центральный административный округ";"Басманный район";"А552; А78";"Ул. Нов. Дорога";"";"нет";"";"активна";"889092047";"{type=Point, coordinates=[37.69440101, 55.77711614]}";
"7723";"«Лефортовская пл.», 2-я Бауманская улица (7723)";"37.68438386";"55.76839348";"2-я Бауманская улица";"Центральный административный округ";"Басманный район";"А78";"Лефортовская пл.";"";"нет";"";"активна";"889092049";"{type=Point, coordinates=[37.68438386, 55.76839348]}";
"7724";"«МГТУ им. Баумана», 2-я Бауманская улица (7724)";"37.6829036994";"55.7658632498";"2-я Бауманская улица";"Центральный административный округ";"Басманный район";"А78";"МГТУ им. Баумана";"";"нет";"";"активна";"889092050";"{type=Point, coordinates=[37.6829036994, 55.7658632498]}";
"7725";"«Технический пер.», 2-я Бауманская улица (7725)";"37.68184275";"55.76345938";"2-я Бауманская улица";"Центральный административный округ";"Басманный район";"А78";"Технический пер.";"";"нет";"";"активна";"889092052";"{type=Point, coordinates=[37.68184275, 55.76345938]}";
"7726";"«Доброслободская ул.», улица Радио (7726)";"37.67292265";"55.76400304";"улица Радио";"Центральный административный округ";"Басманный район";"А78";"Доброслободская ул.";"";"нет";"";"активна";"889092053";"{type=Point, coordinates=[37.67292265, 55.76400304]}";
